label,region,R,G,B,A
2008,ctx-rh-inferiorparietal,0.859375,0.234375,0.859375,1
2009,ctx-rh-inferiortemporal,0.703125,0.15625,0.46875,1
2010,ctx-rh-isthmuscingulate,0.546875,0.078125,0.546875,1
2011,ctx-rh-lateraloccipital,0.078125,0.1171875,0.546875,1
2012,ctx-rh-lateralorbitofrontal,0.13671875,0.29296875,0.1953125,1
2013,ctx-rh-lingual,0.87890625,0.546875,0.546875,1
2014,ctx-rh-medialorbitofrontal,0.78125,0.13671875,0.29296875,1
2015,ctx-rh-middletemporal,0.625,0.390625,0.1953125,1
2016,ctx-rh-parahippocampal,0.078125,0.859375,0.234375,1
2017,ctx-rh-paracentral,0.234375,0.859375,0.234375,1
2018,ctx-rh-parsopercularis,0.859375,0.703125,0.546875,1
2019,ctx-rh-parsorbitalis,0.078125,0.390625,0.1953125,1
2020,ctx-rh-parstriangularis,0.859375,0.234375,0.078125,1
2021,ctx-rh-pericalcarine,0.46875,0.390625,0.234375,1
2022,ctx-rh-postcentral,0.859375,0.078125,0.078125,1
2023,ctx-rh-posteriorcingulate,0.859375,0.703125,0.859375,1
2024,ctx-rh-precentral,0.234375,0.078125,0.859375,1
2025,ctx-rh-precuneus,0.625,0.546875,0.703125,1
2026,ctx-rh-rostralanteriorcingulate,0.3125,0.078125,0.546875,1
2027,ctx-rh-rostralmiddlefrontal,0.29296875,0.1953125,0.48828125,1
2028,ctx-rh-superiorfrontal,0.078125,0.859375,0.625,1
2029,ctx-rh-superiorparietal,0.078125,0.703125,0.546875,1
2030,ctx-rh-superiortemporal,0.546875,0.859375,0.859375,1
2031,ctx-rh-supramarginal,0.3125,0.625,0.078125,1
2032,ctx-rh-frontalpole,0.390625,0.0,0.390625,1
2033,ctx-rh-temporalpole,0.2734375,0.2734375,0.2734375,1
2034,ctx-rh-transversetemporal,0.5859375,0.5859375,0.78125,1
2035,ctx-rh-insula,0.99609375,0.75,0.125,1
3000,wm-lh-unknown,0.8984375,0.9765625,0.8984375,1
3001,wm-lh-bankssts,0.8984375,0.60546875,0.83984375,1
3002,wm-lh-caudalanteriorcingulate,0.5078125,0.60546875,0.37109375,1
3003,wm-lh-caudalmiddlefrontal,0.60546875,0.8984375,0.99609375,1
3004,wm-lh-corpuscallosum,0.52734375,0.72265625,0.80078125,1
3005,wm-lh-cuneus,0.13671875,0.91796875,0.60546875,1
3006,wm-lh-entorhinal,0.13671875,0.91796875,0.95703125,1
3007,wm-lh-fusiform,0.29296875,0.13671875,0.44921875,1
3008,wm-lh-inferiorparietal,0.13671875,0.76171875,0.13671875,1
3009,wm-lh-inferiortemporal,0.29296875,0.83984375,0.52734375,1
3010,wm-lh-isthmuscingulate,0.44921875,0.91796875,0.44921875,1
3011,wm-lh-lateraloccipital,0.91796875,0.87890625,0.44921875,1
3012,wm-lh-lateralorbitofrontal,0.859375,0.703125,0.80078125,1
3013,wm-lh-lingual,0.1171875,0.44921875,0.44921875,1
3014,wm-lh-medialorbitofrontal,0.21484375,0.859375,0.703125,1
3015,wm-lh-middletemporal,0.37109375,0.60546875,0.80078125,1
3016,wm-lh-parahippocampal,0.91796875,0.13671875,0.76171875,1
3017,wm-lh-paracentral,0.76171875,0.13671875,0.76171875,1
3018,wm-lh-parsopercularis,0.13671875,0.29296875,0.44921875,1
3019,wm-lh-parsorbitalis,0.91796875,0.60546875,0.80078125,1
3020,wm-lh-parstriangularis,0.13671875,0.76171875,0.91796875,1
3021,wm-lh-pericalcarine,0.52734375,0.60546875,0.76171875,1
3022,wm-lh-postcentral,0.13671875,0.91796875,0.91796875,1
3023,wm-lh-posteriorcingulate,0.13671875,0.29296875,0.13671875,1
3024,wm-lh-precentral,0.76171875,0.91796875,0.13671875,1
3025,wm-lh-precuneus,0.37109375,0.44921875,0.29296875,1
3026,wm-lh-rostralanteriorcingulate,0.68359375,0.91796875,0.44921875,1
3027,wm-lh-rostralmiddlefrontal,0.703125,0.80078125,0.5078125,1
3028,wm-lh-superiorfrontal,0.91796875,0.13671875,0.37109375,1
3029,wm-lh-superiorparietal,0.91796875,0.29296875,0.44921875,1
3030,wm-lh-superiortemporal,0.44921875,0.13671875,0.13671875,1
3031,wm-lh-supramarginal,0.68359375,0.37109375,0.91796875,1
3032,wm-lh-frontalpole,0.60546875,0.99609375,0.60546875,1
3033,wm-lh-temporalpole,0.72265625,0.72265625,0.72265625,1
3034,wm-lh-transversetemporal,0.41015625,0.41015625,0.21484375,1
3035,wm-lh-insula,0.078125,0.859375,0.625,1
4000,wm-rh-unknown,0.8984375,0.9765625,0.8984375,1
4001,wm-rh-bankssts,0.8984375,0.60546875,0.83984375,1
4002,wm-rh-caudalanteriorcingulate,0.5078125,0.60546875,0.37109375,1
4003,wm-rh-caudalmiddlefrontal,0.60546875,0.8984375,0.99609375,1
4004,wm-rh-corpuscallosum,0.52734375,0.72265625,0.80078125,1
4005,wm-rh-cuneus,0.13671875,0.91796875,0.60546875,1
4006,wm-rh-entorhinal,0.13671875,0.91796875,0.95703125,1
4007,wm-rh-fusiform,0.29296875,0.13671875,0.44921875,1
4008,wm-rh-inferiorparietal,0.13671875,0.76171875,0.13671875,1
4009,wm-rh-inferiortemporal,0.29296875,0.83984375,0.52734375,1
4010,wm-rh-isthmuscingulate,0.44921875,0.91796875,0.44921875,1
4011,wm-rh-lateraloccipital,0.91796875,0.87890625,0.44921875,1
4012,wm-rh-lateralorbitofrontal,0.859375,0.703125,0.80078125,1
4013,wm-rh-lingual,0.1171875,0.44921875,0.44921875,1
4014,wm-rh-medialorbitofrontal,0.21484375,0.859375,0.703125,1
4015,wm-rh-middletemporal,0.37109375,0.60546875,0.80078125,1
4016,wm-rh-parahippocampal,0.91796875,0.13671875,0.76171875,1
4017,wm-rh-paracentral,0.76171875,0.13671875,0.76171875,1
4018,wm-rh-parsopercularis,0.13671875,0.29296875,0.44921875,1
4019,wm-rh-parsorbitalis,0.91796875,0.60546875,0.80078125,1
4020,wm-rh-parstriangularis,0.13671875,0.76171875,0.91796875,1
4021,wm-rh-pericalcarine,0.52734375,0.60546875,0.76171875,1
4022,wm-rh-postcentral,0.13671875,0.91796875,0.91796875,1
4023,wm-rh-posteriorcingulate,0.13671875,0.29296875,0.13671875,1
4024,wm-rh-precentral,0.76171875,0.91796875,0.13671875,1
4025,wm-rh-precuneus,0.37109375,0.44921875,0.29296875,1
4026,wm-rh-rostralanteriorcingulate,0.68359375,0.91796875,0.44921875,1
4027,wm-rh-rostralmiddlefrontal,0.703125,0.80078125,0.5078125,1
4028,wm-rh-superiorfrontal,0.91796875,0.13671875,0.37109375,1
4029,wm-rh-superiorparietal,0.91796875,0.29296875,0.44921875,1
4030,wm-rh-superiortemporal,0.44921875,0.13671875,0.13671875,1
4031,wm-rh-supramarginal,0.68359375,0.37109375,0.91796875,1
4032,wm-rh-frontalpole,0.60546875,0.99609375,0.60546875,1
4033,wm-rh-temporalpole,0.72265625,0.72265625,0.72265625,1
4034,wm-rh-transversetemporal,0.41015625,0.41015625,0.21484375,1
4035,wm-rh-insula,0.078125,0.859375,0.625,1
1301,ctx-lh-frontal-lobe,0.09765625,0.390625,0.15625,1
1303,ctx-lh-cingulate-lobe,0.390625,0.09765625,0.0,1
1304,ctx-lh-occipital-lobe,0.46875,0.2734375,0.1953125,1
1305,ctx-lh-temporal-lobe,0.859375,0.078125,0.390625,1
1306,ctx-lh-parietal-lobe,0.859375,0.078125,0.0390625,1
1307,ctx-lh-insula-lobe,0.99609375,0.75,0.125,1
2301,ctx-rh-frontal-lobe,0.09765625,0.390625,0.15625,1
2303,ctx-rh-cingulate-lobe,0.390625,0.09765625,0.0,1
2304,ctx-rh-occipital-lobe,0.46875,0.2734375,0.1953125,1
2305,ctx-rh-temporal-lobe,0.859375,0.078125,0.390625,1
2306,ctx-rh-parietal-lobe,0.859375,0.078125,0.0390625,1
2307,ctx-rh-insula-lobe,0.99609375,0.75,0.125,1
3201,wm-lh-frontal-lobe,0.91796875,0.13671875,0.37109375,1
3203,wm-lh-cingulate-lobe,0.13671875,0.29296875,0.13671875,1
3204,wm-lh-occipital-lobe,0.52734375,0.60546875,0.76171875,1
3205,wm-lh-temporal-lobe,0.44921875,0.13671875,0.13671875,1
3206,wm-lh-parietal-lobe,0.13671875,0.76171875,0.13671875,1
3207,wm-lh-insula-lobe,0.078125,0.859375,0.625,1
4201,wm-rh-frontal-lobe,0.91796875,0.13671875,0.37109375,1
4203,wm-rh-cingulate-lobe,0.13671875,0.29296875,0.13671875,1
4204,wm-rh-occipital-lobe,0.52734375,0.60546875,0.76171875,1
4205,wm-rh-temporal-lobe,0.44921875,0.13671875,0.13671875,1
4206,wm-rh-parietal-lobe,0.13671875,0.76171875,0.13671875,1
4207,wm-rh-insula-lobe,0.078125,0.859375,0.625,1
1100,ctx-lh-Unknown,0.0,0.0,0.0,0
1101,ctx-lh-Corpus_callosum,0.1953125,0.1953125,0.1953125,1
1102,ctx-lh-G_and_S_Insula_ONLY_AVERAGE,0.703125,0.078125,0.1171875,1
1103,ctx-lh-G_cingulate-Isthmus,0.234375,0.09765625,0.09765625,1
1104,ctx-lh-G_cingulate-Main_part,0.09765625,0.234375,0.234375,1
1200,ctx-lh-G_cingulate-caudal_ACC,0.09765625,0.234375,0.23828125,1
1201,ctx-lh-G_cingulate-rostral_ACC,0.09765625,0.3515625,0.234375,1
1202,ctx-lh-G_cingulate-posterior,0.09765625,0.46875,0.234375,1
1205,ctx-lh-S_cingulate-caudal_ACC,0.09765625,0.5859375,0.234375,1
1206,ctx-lh-S_cingulate-rostral_ACC,0.09765625,0.703125,0.234375,1
1207,ctx-lh-S_cingulate-posterior,0.09765625,0.8203125,0.234375,1
1210,ctx-lh-S_pericallosal-caudal,0.09765625,0.5859375,0.3515625,1
1211,ctx-lh-S_pericallosal-rostral,0.09765625,0.703125,0.3515625,1
1212,ctx-lh-S_pericallosal-posterior,0.09765625,0.8203125,0.3515625,1
1105,ctx-lh-G_cuneus,0.703125,0.078125,0.078125,1
1106,ctx-lh-G_frontal_inf-Opercular_part,0.859375,0.078125,0.390625,1
1107,ctx-lh-G_frontal_inf-Orbital_part,0.546875,0.234375,0.234375,1
1108,ctx-lh-G_frontal_inf-Triangular_part,0.703125,0.859375,0.546875,1
1109,ctx-lh-G_frontal_middle,0.546875,0.390625,0.703125,1
1110,ctx-lh-G_frontal_superior,0.703125,0.078125,0.546875,1
1111,ctx-lh-G_frontomarginal,0.546875,0.078125,0.546875,1
1112,ctx-lh-G_insular_long,0.08203125,0.0390625,0.0390625,1
1113,ctx-lh-G_insular_short,0.87890625,0.546875,0.546875,1
1114,ctx-lh-G_and_S_occipital_inferior,0.08984375,0.234375,0.703125,1
1115,ctx-lh-G_occipital_middle,0.703125,0.234375,0.703125,1
1116,ctx-lh-G_occipital_superior,0.078125,0.859375,0.234375,1
1117,ctx-lh-G_occipit-temp_lat-Or_fusiform,0.234375,0.078125,0.546875,1
1118,ctx-lh-G_occipit-temp_med-Lingual_part,0.859375,0.703125,0.546875,1
1119,ctx-lh-G_occipit-temp_med-Parahippocampal_part,0.25390625,0.390625,0.078125,1
1120,ctx-lh-G_orbital,0.859375,0.234375,0.078125,1
1121,ctx-lh-G_paracentral,0.234375,0.390625,0.234375,1
1122,ctx-lh-G_parietal_inferior-Angular_part,0.078125,0.234375,0.859375,1
1123,ctx-lh-G_parietal_inferior-Supramarginal_part,0.390625,0.390625,0.234375,1
1124,ctx-lh-G_parietal_superior,0.859375,0.703125,0.859375,1
1125,ctx-lh-G_postcentral,0.078125,0.703125,0.546875,1
1126,ctx-lh-G_precentral,0.234375,0.546875,0.703125,1
1127,ctx-lh-G_precuneus,0.09765625,0.078125,0.546875,1
1128,ctx-lh-G_rectus,0.078125,0.234375,0.390625,1
1129,ctx-lh-G_subcallosal,0.234375,0.859375,0.078125,1
1130,ctx-lh-G_subcentral,0.234375,0.078125,0.859375,1
1131,ctx-lh-G_temporal_inferior,0.859375,0.859375,0.390625,1
1132,ctx-lh-G_temporal_middle,0.703125,0.234375,0.234375,1
1133,ctx-lh-G_temp_sup-G_temp_transv_and_interm_S,0.234375,0.234375,0.859375,1
1134,ctx-lh-G_temp_sup-Lateral_aspect,0.859375,0.234375,0.859375,1
1135,ctx-lh-G_temp_sup-Planum_polare,0.25390625,0.859375,0.234375,1
1136,ctx-lh-G_temp_sup-Planum_tempolare,0.09765625,0.546875,0.078125,1
1137,ctx-lh-G_and_S_transverse_frontopolar,0.05078125,0.0,0.9765625,1
1138,ctx-lh-Lat_Fissure-ant_sgt-ramus_horizontal,0.23828125,0.078125,0.859375,1
1139,ctx-lh-Lat_Fissure-ant_sgt-ramus_vertical,0.23828125,0.078125,0.234375,1
1140,ctx-lh-Lat_Fissure-post_sgt,0.23828125,0.234375,0.390625,1
1141,ctx-lh-Medial_wall,0.09765625,0.09765625,0.09765625,1
1142,ctx-lh-Pole_occipital,0.546875,0.078125,0.234375,1
1143,ctx-lh-Pole_temporal,0.859375,0.703125,0.078125,1
1144,ctx-lh-S_calcarine,0.24609375,0.703125,0.703125,1
1145,ctx-lh-S_central,0.86328125,0.078125,0.0390625,1
1146,ctx-lh-S_central_insula,0.08203125,0.859375,0.078125,1
1147,ctx-lh-S_cingulate-Main_part_and_Intracingulate,0.71484375,0.390625,0.078125,1
1148,ctx-lh-S_cingulate-Marginalis_part,0.86328125,0.078125,0.390625,1
1149,ctx-lh-S_circular_insula_anterior,0.86328125,0.234375,0.546875,1
1150,ctx-lh-S_circular_insula_inferior,0.86328125,0.078125,0.859375,1
1151,ctx-lh-S_circular_insula_superior,0.23828125,0.859375,0.859375,1
1152,ctx-lh-S_collateral_transverse_ant,0.390625,0.78125,0.78125,1
1153,ctx-lh-S_collateral_transverse_post,0.0390625,0.78125,0.78125,1
1154,ctx-lh-S_frontal_inferior,0.86328125,0.859375,0.078125,1
1155,ctx-lh-S_frontal_middle,0.55078125,0.078125,0.390625,1
1156,ctx-lh-S_frontal_superior,0.23828125,0.859375,0.390625,1
1157,ctx-lh-S_frontomarginal,0.08203125,0.859375,0.234375,1
1158,ctx-lh-S_intermedius_primus-Jensen,0.55078125,0.234375,0.078125,1
1159,ctx-lh-S_intraparietal-and_Parietal_transverse,0.55859375,0.078125,0.859375,1
1160,ctx-lh-S_occipital_anterior,0.23828125,0.078125,0.703125,1
1161,ctx-lh-S_occipital_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
1162,ctx-lh-S_occipital_superior_and_transversalis,0.08203125,0.078125,0.546875,1
1163,ctx-lh-S_occipito-temporal_lateral,0.86328125,0.546875,0.078125,1
1164,ctx-lh-S_occipito-temporal_medial_and_S_Lingual,0.55078125,0.390625,0.859375,1
1165,ctx-lh-S_orbital-H_shapped,0.39453125,0.078125,0.078125,1
1166,ctx-lh-S_orbital_lateral,0.86328125,0.390625,0.078125,1
1167,ctx-lh-S_orbital_medial-Or_olfactory,0.70703125,0.78125,0.078125,1
1168,ctx-lh-S_paracentral,0.08203125,0.703125,0.546875,1
1169,ctx-lh-S_parieto_occipital,0.39453125,0.390625,0.703125,1
1170,ctx-lh-S_pericallosal,0.70703125,0.859375,0.078125,1
1171,ctx-lh-S_postcentral,0.08203125,0.546875,0.78125,1
1172,ctx-lh-S_precentral-Inferior-part,0.08203125,0.078125,0.9375,1
1173,ctx-lh-S_precentral-Superior-part,0.08203125,0.078125,0.78125,1
1174,ctx-lh-S_subcentral_ant,0.23828125,0.703125,0.234375,1
1175,ctx-lh-S_subcentral_post,0.23828125,0.703125,0.9765625,1
1176,ctx-lh-S_suborbital,0.08203125,0.078125,0.234375,1
1177,ctx-lh-S_subparietal,0.39453125,0.234375,0.234375,1
1178,ctx-lh-S_supracingulate,0.08203125,0.859375,0.859375,1
1179,ctx-lh-S_temporal_inferior,0.08203125,0.703125,0.703125,1
1180,ctx-lh-S_temporal_superior,0.87109375,0.859375,0.234375,1
1181,ctx-lh-S_temporal_transverse,0.86328125,0.234375,0.234375,1
2100,ctx-rh-Unknown,0.0,0.0,0.0,0
2101,ctx-rh-Corpus_callosum,0.1953125,0.1953125,0.1953125,1
2102,ctx-rh-G_and_S_Insula_ONLY_AVERAGE,0.703125,0.078125,0.1171875,1
2103,ctx-rh-G_cingulate-Isthmus,0.234375,0.09765625,0.09765625,1
2104,ctx-rh-G_cingulate-Main_part,0.09765625,0.234375,0.234375,1
2105,ctx-rh-G_cuneus,0.703125,0.078125,0.078125,1
2106,ctx-rh-G_frontal_inf-Opercular_part,0.859375,0.078125,0.390625,1
2107,ctx-rh-G_frontal_inf-Orbital_part,0.546875,0.234375,0.234375,1
2108,ctx-rh-G_frontal_inf-Triangular_part,0.703125,0.859375,0.546875,1
2109,ctx-rh-G_frontal_middle,0.546875,0.390625,0.703125,1
2110,ctx-rh-G_frontal_superior,0.703125,0.078125,0.546875,1
2111,ctx-rh-G_frontomarginal,0.546875,0.078125,0.546875,1
2112,ctx-rh-G_insular_long,0.08203125,0.0390625,0.0390625,1
2113,ctx-rh-G_insular_short,0.87890625,0.546875,0.546875,1
2114,ctx-rh-G_and_S_occipital_inferior,0.08984375,0.234375,0.703125,1
2115,ctx-rh-G_occipital_middle,0.703125,0.234375,0.703125,1
2116,ctx-rh-G_occipital_superior,0.078125,0.859375,0.234375,1
2117,ctx-rh-G_occipit-temp_lat-Or_fusiform,0.234375,0.078125,0.546875,1
2118,ctx-rh-G_occipit-temp_med-Lingual_part,0.859375,0.703125,0.546875,1
2119,ctx-rh-G_occipit-temp_med-Parahippocampal_part,0.25390625,0.390625,0.078125,1
2120,ctx-rh-G_orbital,0.859375,0.234375,0.078125,1
2121,ctx-rh-G_paracentral,0.234375,0.390625,0.234375,1
2122,ctx-rh-G_parietal_inferior-Angular_part,0.078125,0.234375,0.859375,1
2123,ctx-rh-G_parietal_inferior-Supramarginal_part,0.390625,0.390625,0.234375,1
2124,ctx-rh-G_parietal_superior,0.859375,0.703125,0.859375,1
2125,ctx-rh-G_postcentral,0.078125,0.703125,0.546875,1
2126,ctx-rh-G_precentral,0.234375,0.546875,0.703125,1
2127,ctx-rh-G_precuneus,0.09765625,0.078125,0.546875,1
2128,ctx-rh-G_rectus,0.078125,0.234375,0.390625,1
2129,ctx-rh-G_subcallosal,0.234375,0.859375,0.078125,1
2130,ctx-rh-G_subcentral,0.234375,0.078125,0.859375,1
2131,ctx-rh-G_temporal_inferior,0.859375,0.859375,0.390625,1
2132,ctx-rh-G_temporal_middle,0.703125,0.234375,0.234375,1
2133,ctx-rh-G_temp_sup-G_temp_transv_and_interm_S,0.234375,0.234375,0.859375,1
2134,ctx-rh-G_temp_sup-Lateral_aspect,0.859375,0.234375,0.859375,1
2135,ctx-rh-G_temp_sup-Planum_polare,0.25390625,0.859375,0.234375,1
2136,ctx-rh-G_temp_sup-Planum_tempolare,0.09765625,0.546875,0.078125,1
2137,ctx-rh-G_and_S_transverse_frontopolar,0.05078125,0.0,0.9765625,1
2138,ctx-rh-Lat_Fissure-ant_sgt-ramus_horizontal,0.23828125,0.078125,0.859375,1
2139,ctx-rh-Lat_Fissure-ant_sgt-ramus_vertical,0.23828125,0.078125,0.234375,1
2140,ctx-rh-Lat_Fissure-post_sgt,0.23828125,0.234375,0.390625,1
2141,ctx-rh-Medial_wall,0.09765625,0.09765625,0.09765625,1
2142,ctx-rh-Pole_occipital,0.546875,0.078125,0.234375,1
2143,ctx-rh-Pole_temporal,0.859375,0.703125,0.078125,1
2144,ctx-rh-S_calcarine,0.24609375,0.703125,0.703125,1
2145,ctx-rh-S_central,0.86328125,0.078125,0.0390625,1
2146,ctx-rh-S_central_insula,0.08203125,0.859375,0.078125,1
2147,ctx-rh-S_cingulate-Main_part_and_Intracingulate,0.71484375,0.390625,0.078125,1
2148,ctx-rh-S_cingulate-Marginalis_part,0.86328125,0.078125,0.390625,1
2149,ctx-rh-S_circular_insula_anterior,0.86328125,0.234375,0.546875,1
2150,ctx-rh-S_circular_insula_inferior,0.86328125,0.078125,0.859375,1
2151,ctx-rh-S_circular_insula_superior,0.23828125,0.859375,0.859375,1
2152,ctx-rh-S_collateral_transverse_ant,0.390625,0.78125,0.78125,1
2153,ctx-rh-S_collateral_transverse_post,0.0390625,0.78125,0.78125,1
2154,ctx-rh-S_frontal_inferior,0.86328125,0.859375,0.078125,1
2155,ctx-rh-S_frontal_middle,0.55078125,0.078125,0.390625,1
2156,ctx-rh-S_frontal_superior,0.23828125,0.859375,0.390625,1
2157,ctx-rh-S_frontomarginal,0.08203125,0.859375,0.234375,1
2158,ctx-rh-S_intermedius_primus-Jensen,0.55078125,0.234375,0.078125,1
2159,ctx-rh-S_intraparietal-and_Parietal_transverse,0.55859375,0.078125,0.859375,1
2160,ctx-rh-S_occipital_anterior,0.23828125,0.078125,0.703125,1
2161,ctx-rh-S_occipital_middle_and_Lunatus,0.39453125,0.234375,0.859375,1
2162,ctx-rh-S_occipital_superior_and_transversalis,0.08203125,0.078125,0.546875,1
2163,ctx-rh-S_occipito-temporal_lateral,0.86328125,0.546875,0.078125,1
2164,ctx-rh-S_occipito-temporal_medial_and_S_Lingual,0.55078125,0.390625,0.859375,1
2165,ctx-rh-S_orbital-H_shapped,0.39453125,0.078125,0.078125,1
2166,ctx-rh-S_orbital_lateral,0.86328125,0.390625,0.078125,1
2167,ctx-rh-S_orbital_medial-Or_olfactory,0.70703125,0.78125,0.078125,1
2168,ctx-rh-S_paracentral,0.08203125,0.703125,0.546875,1
2169,ctx-rh-S_parieto_occipital,0.39453125,0.390625,0.703125,1
2170,ctx-rh-S_pericallosal,0.70703125,0.859375,0.078125,1
2171,ctx-rh-S_postcentral,0.08203125,0.546875,0.78125,1
2172,ctx-rh-S_precentral-Inferior-part,0.08203125,0.078125,0.9375,1
2173,ctx-rh-S_precentral-Superior-part,0.08203125,0.078125,0.78125,1
2174,ctx-rh-S_subcentral_ant,0.23828125,0.703125,0.234375,1
2175,ctx-rh-S_subcentral_post,0.23828125,0.703125,0.9765625,1
2176,ctx-rh-S_suborbital,0.08203125,0.078125,0.234375,1
2177,ctx-rh-S_subparietal,0.39453125,0.234375,0.234375,1
2178,ctx-rh-S_supracingulate,0.08203125,0.859375,0.859375,1
2179,ctx-rh-S_temporal_inferior,0.08203125,0.703125,0.703125,1
2180,ctx-rh-S_temporal_superior,0.87109375,0.859375,0.234375,1
2181,ctx-rh-S_temporal_transverse,0.86328125,0.234375,0.234375,1
2200,ctx-rh-G_cingulate-caudal_ACC,0.09765625,0.234375,0.23828125,1
2201,ctx-rh-G_cingulate-rostral_ACC,0.09765625,0.3515625,0.234375,1
2202,ctx-rh-G_cingulate-posterior,0.09765625,0.46875,0.234375,1
2205,ctx-rh-S_cingulate-caudal_ACC,0.09765625,0.5859375,0.234375,1
2206,ctx-rh-S_cingulate-rostral_ACC,0.09765625,0.703125,0.234375,1
2207,ctx-rh-S_cingulate-posterior,0.09765625,0.8203125,0.234375,1
2210,ctx-rh-S_pericallosal-caudal,0.09765625,0.5859375,0.3515625,1
2211,ctx-rh-S_pericallosal-rostral,0.09765625,0.703125,0.3515625,1
2212,ctx-rh-S_pericallosal-posterior,0.09765625,0.8203125,0.3515625,1
3100,wm-lh-Unknown,0.0,0.0,0.0,0
3101,wm-lh-Corpus_callosum,0.1953125,0.1953125,0.1953125,1
3102,wm-lh-G_and_S_Insula_ONLY_AVERAGE,0.703125,0.078125,0.1171875,1
3103,wm-lh-G_cingulate-Isthmus,0.234375,0.09765625,0.09765625,1
3104,wm-lh-G_cingulate-Main_part,0.09765625,0.234375,0.234375,1
3105,wm-lh-G_cuneus,0.703125,0.078125,0.078125,1
3106,wm-lh-G_frontal_inf-Opercular_part,0.859375,0.078125,0.390625,1
3107,wm-lh-G_frontal_inf-Orbital_part,0.546875,0.234375,0.234375,1
3108,wm-lh-G_frontal_inf-Triangular_part,0.703125,0.859375,0.546875,1
3109,wm-lh-G_frontal_middle,0.546875,0.390625,0.703125,1
3110,wm-lh-G_frontal_superior,0.703125,0.078125,0.546875,1
3111,wm-lh-G_frontomarginal,0.546875,0.078125,0.546875,1
3112,wm-lh-G_insular_long,0.08203125,0.0390625,0.0390625,1
3113,wm-lh-G_insular_short,0.87890625,0.546875,0.546875,1
3114,wm-lh-G_and_S_occipital_inferior,0.08984375,0.234375,0.703125,1
3115,wm-lh-G_occipital_middle,0.703125,0.234375,0.703125,1
3116,wm-lh-G_occipital_superior,0.078125,0.859375,0.234375,1
3117,wm-lh-G_occipit-temp_lat-Or_fusiform,0.234375,0.078125,0.546875,1
3118,wm-lh-G_occipit-temp_med-Lingual_part,0.859375,0.703125,0.546875,1
3119,wm-lh-G_occipit-temp_med-Parahippocampal_part,0.25390625,0.390625,0.078125,1
3120,wm-lh-G_orbital,0.859375,0.234375,0.078125,1
3121,wm-lh-G_paracentral,0.234375,0.390625,0.234375,1
3122,wm-lh-G_parietal_inferior-Angular_part,0.078125,0.234375,0.859375,1
3123,wm-lh-G_parietal_inferior-Supramarginal_part,0.390625,0.390625,0.234375,1
3124,wm-lh-G_parietal_superior,0.859375,0.703125,0.859375,1
3125,wm-lh-G_postcentral,0.078125,0.703125,0.546875,1
3126,wm-lh-G_precentral,0.234375,0.546875,0.703125,1
3127,wm-lh-G_precuneus,0.09765625,0.078125,0.546875,1
3128,wm-lh-G_rectus,0.078125,0.234375,0.390625,1
3129,wm-lh-G_subcallosal,0.234375,0.859375,0.078125,1
3130,wm-lh-G_subcentral,0.234375,0.078125,0.859375,1
3131,wm-lh-G_temporal_inferior,0.859375,0.859375,0.390625,1
3132,wm-lh-G_temporal_middle,0.703125,0.234375,0.234375,1
3133,wm-lh-G_temp_sup-G_temp_transv_and_interm_S,0.234375,0.234375,0.859375,1
3134,wm-lh-G_temp_sup-Lateral_aspect,0.859375,0.234375,0.859375,1
3135,wm-lh-G_temp_sup-Planum_polare,0.25390625,0.859375,0.234375,1
3136,wm-lh-G_temp_sup-Planum_tempolare,0.09765625,0.546875,0.078125,1
3137,wm-lh-G_and_S_transverse_frontopolar,0.05078125,0.0,0.9765625,1
3138,wm-lh-Lat_Fissure-ant_sgt-ramus_horizontal,0.23828125,0.078125,0.859375,1
3139,wm-lh-Lat_Fissure-ant_sgt-ramus_vertical,0.23828125,0.078125,0.234375,1
3140,wm-lh-Lat_Fissure-post_sgt,0.23828125,0.234375,0.390625,1
3141,wm-lh-Medial_wall,0.09765625,0.09765625,0.09765625,1
3142,wm-lh-Pole_occipital,0.546875,0.078125,0.234375,1
3143,wm-lh-Pole_temporal,0.859375,0.703125,0.078125,1
3144,wm-lh-S_calcarine,0.24609375,0.703125,0.703125,1
3145,wm-lh-S_central,0.86328125,0.078125,0.0390625,1
3146,wm-lh-S_central_insula,0.08203125,0.859375,0.078125,1
3147,wm-lh-S_cingulate-Main_part_and_Intracingulate,0.71484375,0.390625,0.078125,1
3148,wm-lh-S_cingulate-Marginalis_part,0.86328125,0.078125,0.390625,1
3149,wm-lh-S_circular_insula_anterior,0.86328125,0.234375,0.546875,1
3150,wm-lh-S_circular_insula_inferior,0.86328125,0.078125,0.859375,1
3151,wm-lh-S_circular_insula_superior,0.23828125,0.859375,0.859375,1
3152,wm-lh-S_collateral_transverse_ant,0.390625,0.78125,0.78125,1
3153,wm-lh-S_collateral_transverse_post,0.0390625,0.78125,0.78125,1
3154,wm-lh-S_frontal_inferior,0.86328125,0.859375,0.078125,1
3155,wm-lh-S_frontal_middle,0.55078125,0.078125,0.390625,1
3156,wm-lh-S_frontal_superior,0.23828125,0.859375,0.390625,1
3157,wm-lh-S_frontomarginal,0.08203125,0.859375,0.234375,1
3158,wm-lh-S_intermedius_primus-Jensen,0.55078125,0.234375,0.078125,1
3159,wm-lh-S_intraparietal-and_Parietal_transverse,0.55859375,0.078125,0.859375,1
